Polygon,Latitude,Longitude,Result,Perimeter
0,62.347773094202424,-151.97110901274857,Fails,243.26620026351864
1,62.395403499943455,-151.97109988548095,Fails,127.65900228740757
2,62.34998845266578,-151.97215054827876,Fails,292.4865169768216
3,62.39751715146443,-151.97237185172753,Fails,633.8903635297407
4,62.40349478473943,-151.97383566384624,Fails,215.3480105945952
5,62.39874789765912,-151.97496092193896,Fails,146.16778218884332
6,62.34535128721639,-151.97519242968914,Fails,346.7023747385374
7,62.40247219125058,-151.97546546443314,Fails,58.464811748734135
8,62.39958474926591,-151.9759507880152,Fails,107.67750975015352
9,62.35383408026646,-151.97608145205652,Fails,195.46225019070727
10,62.34607825415865,-151.97654006564895,Fails,175.49897393977403
11,62.41147844362765,-151.976225182502,Fails,29.22962298814506
12,62.412102131096354,-151.97703109964263,Fails,426.2408781660267
13,62.3537402652585,-151.9783230941963,Fails,774.0174242068108
14,62.41268218610837,-151.9803215001976,Fails,58.45849643820672
15,62.415180379003374,-151.98071544431482,Fails,644.5019600753595
16,62.41040046528671,-151.97586585638834,Fails,29.22995611638543
17,62.41541792259414,-151.98217701334343,Passes,4707.6593284673645
18,62.41571022156451,-151.98275607720737,Fails,744.3870222898096
19,62.41520228913225,-151.9807483095082,Fails,644.5019600753594
20,62.350125079593674,-151.97679167349312,Passes,3648.8961459643474
21,62.421593473726844,-151.98266310870486,Fails,190.89695064213333
22,62.41573446181819,-151.98274181823442,Fails,744.387022295259
23,62.35469580044154,-151.9852134302657,Fails,852.3211616250487
24,62.42038716463103,-151.98566005960035,Fails,416.94624729218833
25,62.351738618650344,-151.98541154045574,Fails,320.2922319499307
26,62.42268006604997,-151.9858127907782,Fails,861.2499616522862
27,62.35584918548494,-151.98805692408553,Fails,335.9354356243768
28,62.41960629143166,-151.98796371331466,Fails,332.22638809851776
29,62.35422904090795,-151.99038385984505,Fails,1398.753226229698
30,62.35640415195083,-151.99054432813085,Fails,232.53363710152993
31,62.3558966826149,-151.99223116460882,Fails,106.27877137009922
32,62.357314236875276,-151.9941700815222,Fails,714.0626294073736
33,62.35534913806077,-151.99463807921134,Fails,87.74089289301932
34,62.36058503285964,-151.99637054440217,Fails,134.07480237988108
35,62.36271927202916,-152.00721153171008,Fails,87.73408092507333
36,62.360088820607444,-152.00749254315792,Fails,283.18724414349595
37,62.36721084844976,-152.01008614061928,Fails,87.72991860548848
38,62.36150434772183,-152.01088980823238,Fails,358.76559741912104
39,62.36982056951875,-152.01127544863212,Fails,147.66036564898099
40,62.36411327308029,-152.011199590897,Fails,426.5083918900471
41,62.37058713189454,-152.01217576017245,Fails,87.72675512629664
42,62.37234129664933,-152.0129287117106,Fails,115.5174715444292
43,62.37282693133627,-152.01307407545656,Fails,144.75816921836355
44,62.37322956085336,-152.01332007564207,Fails,87.72434082853673
45,62.37381593368718,-152.01368236323464,Fails,244.64412064811214
46,62.37254411844482,-152.0149476661701,Fails,953.6936515475722
47,62.376281155926996,-152.01744684765757,Fails,1214.4812253931163
48,62.38482515693107,-152.02070322216952,Fails,370.83200916198615
49,62.37496562627348,-152.02186382630128,Fails,184.70874789018825
50,62.3776958001762,-152.02317712801866,Fails,175.4403839568496
51,62.3761387203504,-152.0239343166697,Fails,263.1651411130341
52,62.37754147421712,-152.02463884822197,Fails,87.72034461879136
53,62.37853422777471,-152.02506957888386,Fails,106.24376550975235
54,62.37809704766977,-152.02523726440353,Fails,58.47986896804711
55,62.37485446220347,-152.02966429520743,Fails,541.0681979396016
56,62.37904926187093,-152.02990850388096,Fails,38.50166574635305
57,62.379697430899014,-152.03533571022055,Fails,106.24200323471818
58,62.3748986929778,-152.0374839438299,Fails,798.432872886775
59,62.33674374521909,-152.03943834573798,Fails,414.5307186149647
60,62.382512030892464,-152.0423440241983,Fails,203.21412973326184
61,62.417117063668194,-152.04125714252743,Fails,1124.0306217133118
62,62.37633857026753,-152.04343087413312,Fails,909.911528257702
63,62.3783845085607,-152.0480936718326,Fails,107.69716022582693
64,62.37750692362928,-152.04863077642557,Fails,166.17826416184602
65,62.38124115116418,-152.05024636191342,Fails,49.216583567203095
66,62.3814624204026,-152.05078345989384,Fails,193.9559508718833
67,62.382995860352494,-152.0510488569006,Fails,166.16971633263307
68,62.3834689730688,-152.05297724037712,Fails,136.93072543013233
69,62.38192387078012,-152.0534443643249,Fails,38.4998895674499
70,62.38372050134835,-152.05339046540786,Fails,29.23819992871326
71,62.37900135172245,-152.05312781512953,Fails,1324.674349081494
72,62.38018541682076,-152.05560374316025,Fails,193.95907306894642
73,62.400001414652984,-152.055846115359,Fails,549.1080590137655
74,62.381310449771824,-152.0559930131167,Fails,87.71683392418679
75,62.380625012563435,-152.05655993309855,Fails,224.65187496046744
76,62.38111538702441,-152.0564088047625,Fails,38.50038912174121
77,62.38037363526124,-152.05716082298605,Fails,67.74008771759532
78,62.38391951273437,-152.06070966193818,Fails,96.97495726241247
79,62.383981188921005,-152.06015988756457,Passes,3251.872188820902
80,62.39011544932978,-152.06878758937765,Fails,220.2503236970163
81,62.40369307459293,-152.0774520434296,Passes,2670.091088545019
82,62.39225008377065,-152.07190332502097,Fails,592.507306212704
83,62.387911601916436,-152.07038404417793,Fails,1485.750172414037
84,62.38958905092545,-152.07548170179118,Fails,954.5822436051682
85,62.390215178262814,-152.08012204682765,Fails,712.8848071687271
86,62.389672606960154,-152.0831168136658,Fails,537.472149336154
87,62.396296915326026,-152.08788577231803,Fails,29.23431420813605
88,62.396646729866085,-152.0964609843361,Fails,175.40528846042224
89,62.396907769719235,-152.0978211393604,Fails,78.44586024145798
90,62.395757926155554,-152.09844996005927,Fails,38.491341072540564
91,62.39241961545209,-152.09866726680423,Fails,221.7026493947367
92,62.395265024464884,-152.10342740787704,Fails,318.6539450991693
93,62.36136212493838,-152.10650715714607,Fails,758.1002817952688
94,62.39897178118969,-152.10710866255667,Fails,166.1450972838728
95,62.39639668566184,-152.10901108970594,Fails,588.0844920673038
96,62.39940292159394,-152.11708989397403,Passes,3102.5012215382567
97,62.40296635255462,-152.11909816756386,Fails,766.3578873108958
98,62.39794405267152,-152.1223661638046,Fails,682.0978288763549
99,62.40154307658529,-152.1243573728533,Fails,49.21031082233594
100,62.39757110994926,-152.12557423679323,Fails,933.0202759235405
101,62.39947025810225,-152.12942739386077,Fails,733.2172581318201
102,62.412442857172195,-152.1316663321724,Fails,953.842918475638
103,62.42815716406947,-152.13059766969363,Fails,203.0873680089583
104,62.40538124683606,-152.1306531446024,Fails,213.87445095316224
105,62.41529861448613,-153.01603869592734,Passes,435206.572748829
106,62.10660890706419,-153.32801601081357,Fails,546.5190907894031
107,62.11016553102828,-153.32617745886546,Fails,67.99023221955218
108,62.11337874417709,-153.3258905490882,Passes,1804.4090489978869
109,62.11677313900702,-153.3292956110294,Fails,438.5172110335293
110,62.12013182975156,-153.3299537170124,Fails,1243.3470563171084
111,62.121769102824196,-153.33409461090284,Fails,346.6494359874562
112,62.12511111022449,-153.33993135687703,Passes,1644.399348183185
113,62.128538528539295,-153.34380403804036,Fails,547.6831553610366
114,62.131757124739885,-153.34473977721026,Fails,1221.9280171502337
115,62.134236234572136,-153.34735282314742,Fails,117.26078972231632
116,62.135480055734774,-153.3443462938119,Fails,107.92203587797425
117,62.134224479429605,-153.31845359949605,Fails,900.7371865382156
118,62.136750883411935,-153.34532739795242,Fails,1313.7232194077699
119,62.142044281386326,-153.34634950495942,Passes,1877.5076544975568
120,62.148540872260384,-153.3491563638332,Passes,2577.7298942623333
121,62.15530459074775,-153.3482323823981,Fails,370.36663549653076
122,62.09975474789709,-153.32962146146235,Fails,145.34798135634327
123,62.09969540218148,-153.3285250561413,Fails,678.3378659795413
124,62.03800856971597,-153.1368359816884,Fails,762.964852646777
125,62.06374165398649,-153.12131190253518,Fails,176.02161775382098
126,62.06929988544615,-153.08708357392092,Fails,234.68167702306016
127,62.082162049238,-153.11682208751714,Fails,146.6561860494612
128,62.085461860714986,-153.09173513601593,Fails,49.30785018344885
129,62.08698485062746,-153.08885223496563,Fails,145.37545339228384
130,62.08985847237699,-153.08515433490598,Fails,405.5036756869039
131,62.0953370796905,-153.0942535433864,Fails,204.01185984485167
132,62.09689441989756,-153.10424567353942,Fails,146.63348954710244
133,62.35469735291101,-153.45708185325742,Fails,224.70790117886318
134,62.35736865888747,-153.5430364420221,Fails,184.7467641849201
135,62.36764876021421,-153.4684808160046,Fails,594.1294233509166
136,62.36855977613751,-153.46693495353165,Fails,195.43508504541174
137,62.36674129589758,-153.45465433637008,Fails,1200.430155599019
138,62.36963491769336,-153.47112961311097,Fails,38.50749349744023
139,62.369994243807014,-153.47103978158256,Fails,38.50727149425357
140,62.369363385692026,-153.4860623914277,Fails,1102.5334552729428
141,62.371298386231246,-153.4739323567974,Fails,135.4969512608067
142,62.371581811909124,-153.4756146563295,Fails,136.94540623873314
143,62.37202443634912,-153.47369879482352,Fails,49.219442002890176
144,62.371945006366104,-153.4624150092599,Fails,261.72759232987727
145,62.37277902118778,-153.47175843380984,Fails,38.50555096939829
146,62.373476670550716,-153.50119559305404,Fails,845.0983078593947
147,62.37515057353785,-153.52201336132802,Fails,233.92683008543887
148,62.37592619210024,-153.49954529745926,Fails,466.3981424911333
149,62.19743647030863,-153.41369445841926,Fails,205.06992704985126
150,62.1989298608827,-153.41648689100853,Fails,271.6327538937131
151,62.199495945184445,-153.4143230679982,Fails,419.44863608165974
152,62.20883648183597,-153.421632440956,Fails,38.60676538833205
153,62.20447722378683,-153.41873724404843,Passes,3438.2081892316164
154,62.21641466957281,-153.41803558655837,Fails,322.1885039964974
155,62.21700480987239,-153.41686819942564,Fails,165.07237499159314
156,62.21604311920864,-153.42183872518336,Passes,3941.23959729741
157,62.22233995718686,-153.42045744456433,Fails,363.48009609130867
158,62.22385084538036,-153.41991236247281,Fails,283.5658316029816
159,62.224997990447534,-153.4182384424825,Fails,556.4573225269016
160,62.22886891267184,-153.420105304973,Fails,38.594405978461225
161,62.22321683863521,-153.4134413275723,Passes,6498.187426191582
162,62.23623253138652,-153.41669684012348,Fails,78.54508768354326
163,62.23761850353916,-153.4077265203578,Fails,117.1332576871737
164,62.238803308562524,-153.4036501112713,Fails,292.829603422623
165,62.2434252135357,-153.39996866956417,Fails,223.5784263598303
166,62.246124858268004,-153.39514319626252,Fails,137.100387025705
167,62.23836917492509,-153.40642504320712,Passes,8363.161437486939
168,62.24938643376112,-153.39416637751168,Fails,609.3792860055315
169,62.2501179190639,-153.3921086674896,Fails,67.86074016017918
170,62.25227900897598,-153.39078429409932,Fails,49.25641329672453
171,62.25344470516232,-153.3963971793628,Fails,175.67059503419418
172,62.25438161117434,-153.39511471820228,Fails,385.78651367308026
173,62.25419083526891,-153.3867957742378,Fails,928.6435505720226
174,62.25524097130246,-153.3919471477464,Fails,302.0790385889664
175,62.252516622576884,-153.3930424418183,Passes,4486.912144756963
176,62.25787531532926,-153.37963378744837,Passes,2442.3794138548838
177,62.26658609502981,-153.37918593626932,Fails,927.0907417919652
178,62.263877058841615,-153.37357266731996,Passes,2117.4881935316052
179,62.26808399960462,-153.37850605775628,Fails,581.3230631412457
180,62.26819851175818,-153.37262273196268,Fails,646.795560346783
181,62.26947354465778,-153.37538717012944,Fails,280.6673151136226
182,62.29238809540016,-153.38022425242863,Fails,137.04327454555317
183,62.29525863953431,-153.3772260743582,Fails,146.32763073035312
184,62.29731019308514,-153.38254102639212,Fails,359.0630788772437
185,62.29745020718015,-153.38825651300414,Fails,294.0517737399515
186,62.30103956259799,-153.38666601758567,Fails,127.74648090412077
187,62.301944177755544,-153.3907131288625,Passes,3885.879692961609
188,62.30769948625613,-153.39677017153045,Fails,361.834027286233
189,62.31096439766805,-153.39453987151472,Fails,392.49488608907063
190,62.31142831464846,-153.3923389079616,Fails,155.58559849003848
191,62.31214696687575,-153.39151457158323,Fails,146.30154759456806
192,62.314260285469125,-153.38687321521056,Fails,372.5071005978343
193,62.315165022687545,-153.3913245978775,Fails,540.1927362253433
194,62.31659838331895,-153.39180837352322,Fails,58.51787872134339
195,62.31628513589172,-153.3936531389592,Passes,6565.162561584857
196,62.323240783191245,-153.39226266439547,Fails,58.51375972221178
197,62.323377669329766,-153.41188871450757,Fails,106.32898508979241
198,62.323953382081044,-153.3948941712709,Fails,550.1988397593641
199,62.3244500767232,-153.40468896123429,Fails,494.5215910846398
200,62.32525415014548,-153.4014715843054,Fails,329.67757028149276
201,62.32653646225653,-153.3992433731936,Fails,537.3052709626443
202,62.32916035379596,-153.40608489321116,Fails,517.3136005370499
203,62.32804627126663,-153.40953711437606,Passes,2044.3566419984859
204,62.33001487696924,-153.4099134534288,Fails,383.15886885688167
205,62.33073296598945,-153.41459454903,Fails,87.76369785123345
206,62.33057402390931,-153.4258590814062,Fails,574.3918785316158
207,62.331996889312265,-153.4276207488423,Fails,87.76254662909638
208,62.33248989045893,-153.40871466717033,Fails,292.5401715313713
209,62.33335425319105,-153.41092170452524,Fails,587.2236155809093
210,62.333967164447834,-153.41381767754237,Fails,300.38589770089027
211,62.3326885095073,-153.41640063014214,Passes,1861.5529403312557
212,62.33967995289062,-153.43085172238617,Fails,67.77779665586058
213,62.34163058036473,-153.43188264611695,Fails,293.94255820446676
214,62.336184307279154,-153.4275850151013,Passes,6515.577433555081
215,62.34286698080994,-153.43012864496035,Fails,321.759079927269
216,62.35768732441458,-153.45082768768987,Fails,38.51487459408526
217,62.358467575404234,-153.4496066788894,Fails,1007.9572992334957
218,62.361468540748966,-153.44611913357755,Fails,146.22541057126503
219,62.36229610959128,-153.44737216823026,Fails,263.20354694343393
220,62.3643091410403,-153.44919874264133,Fails,518.573588488819
221,62.48299395601281,-153.487451369207,Fails,871.5483900731533
222,62.487996939528955,-153.48814370459218,Fails,67.64030936391569
223,62.488382119594675,-153.48957618881843,Fails,339.7207186416818
224,62.48934229877211,-153.5029003826065,Fails,166.00541989556254
225,62.490252401903845,-153.5032865362354,Fails,176.75387850915195
226,62.47478936142122,-153.48496991763616,Fails,252.14541473195723
227,62.476386324032354,-153.48024904695382,Fails,519.567720439812
228,62.48555204930812,-153.47772442541483,Fails,582.6155277299649
229,62.48684350270414,-153.47937974068032,Fails,347.4354867229214
230,62.493203022106314,-153.48820865969736,Fails,116.81746128554151
231,62.49319448607872,-153.4825508993174,Fails,175.22620581597792
232,62.494527381880616,-153.49104371414046,Fails,330.4699989033484
233,62.493972348529105,-153.48643137745827,Passes,2408.618662493642
234,62.49714409249383,-153.49154394311122,Fails,415.01637256856884
235,62.497637815386874,-153.4934101755883,Fails,232.09717884351016
